366,OCULUS PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-03-14,2017-12-23,9,1,4,2
367,PRODUCT DEVELOPMENT PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-06-01,2018-05-15,15,3,7,1
368,CORPORTATE STRATEGY PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-12-07,2018-10-07,4,4,7,1
369,ADVERTISING PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2017-11-17,2017-08-12,15,2,12,1
370,INSTAGRAM PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-01-16,2018-12-21,2,3,10,1
371,CORPORTATE STRATEGY PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-11-23,2018-08-20,15,3,6,1
372,WHATSAPP PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-01-06,2018-12-24,10,2,14,1
373,ASSISTANCE REQUIRED WITH EXCEL,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-02-11,2018-11-03,9,2,3,1
374,EXPERT HELP NEEDED IN ALGORITHMS,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-10-02,2018-07-29,14,4,12,2
375,VBA TASK AVAILABLE,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-08-23,2018-06-23,9,3,7,1
376,GUIDANCE NEEDED WITH PAINTING,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-03-12,2018-12-10,4,4,10,1
377,VIDEO-EDITING TASK NEEDED FOR DEPARTMENT PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-08-06,2018-06-08,13,1,12,1
378,SQL TASK AVAILABLE,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2017-10-27,2017-10-01,2,3,15,1
379,ASSISTANCE REQUIRED WITH PHOTOGRAPHY,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-11-24,2018-08-28,7,1,3,1
380,OCULUS PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2017-04-23,2017-04-14,12,4,11,1
381,GUIDANCE NEEDED WITH C#,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-10-15,2018-08-31,4,2,3,1
382,CORPORTATE STRATEGY PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-03-18,2018-12-31,6,4,5,1
383,ASSISTANCE REQUIRED WITH VIDEO-EDITING,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2017-09-02,2017-08-07,6,4,11,1
384,LARGE PROJECT : NEED HELP WITH R,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-04-27,2018-03-19,8,4,13,1
385,FINANCIAL ANALYSIS TUTOROIALS REQUIRED,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-09-10,2018-07-31,5,3,2,1
386,WHATSAPP PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-01-18,2018-11-25,9,2,10,1
387,OCULUS PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-10-27,2018-09-28,4,2,3,1
388,PROGRAMMING TUTOROIALS REQUIRED,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2017-08-19,2017-06-20,2,2,4,1
389,PRODUCT DEVELOPMENT PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2017-07-24,2017-07-02,14,4,1,1
390,PRODUCT DEVELOPMENT PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-10-03,2018-09-24,2,2,7,2
391,ADVERTISING PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-03-12,2018-12-11,10,2,13,1
392,NEED EXPERT IN  PYTHON,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-05-02,2018-04-19,14,2,6,1
393,ADVERTISING PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-08-19,2018-06-13,4,1,4,1
394, URGENT HELP IN  PHOTOSHOP,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-03-04,2018-12-02,15,2,13,2
395,ADVERTISING PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-10-30,2018-10-05,13,3,15,2
396,HELP WITH PROGRAMMING,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-02-27,2018-11-23,7,2,13,1
397,ADVERTISING PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-12-10,2018-09-15,8,3,14,1
398,ADVERTISING PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-12-16,2018-10-31,12,2,10,1
399,EXCEL TASK AVAILABLE,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-12-26,2018-11-05,13,2,6,1
400,PREZI TASK NEEDED FOR DEPARTMENT PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2017-12-03,2017-09-16,6,4,12,1
401,PHOTO-EDITING TASK NEEDED FOR DEPARTMENT PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-06-04,2018-03-11,3,3,14,1
402,HELP WITH EXCEL,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-03-04,2018-01-23,5,2,12,1
403,LARGE PROJECT : NEED HELP WITH PHOTOGRAPHY,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-08-15,2018-07-25,7,1,13,1
404,PRODUCT DEVELOPMENT PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2017-06-30,2017-05-27,3,3,7,1
405,LARGE PROJECT : NEED HELP WITH PREZI,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-08-04,2018-06-22,10,4,1,1
406,OCULUS PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-11-11,2018-10-25,2,3,1,1
407,OCULUS PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-02-21,2018-12-20,4,2,2,2
408,INSTAGRAM PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-09-16,2018-09-05,11,1,14,1
409,R TUTOROIALS REQUIRED,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-11-03,2018-10-12,8,1,10,1
410,CORPORTATE STRATEGY PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-10-20,2018-08-10,3,2,14,1
411,INSTAGRAM PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2017-10-06,2017-08-15,15,1,1,1
412,EXPERT HELP NEEDED IN EXCEL,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-02-14,2018-01-25,8,4,4,2
413,HELP WITH PROOF READING,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-01-01,2018-09-22,1,2,3,1
414,ASSISTANCE REQUIRED WITH R,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-01-23,2018-12-05,7,2,13,2
415,ADVERTISING PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-07-12,2018-07-10,5,4,14,2
416, URGENT HELP IN  C#,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-11-10,2018-09-27,12,1,9,1
417,CORPORTATE STRATEGY PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-12-15,2018-11-15,14,1,4,2
418,EXPERT HELP NEEDED IN SQL,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-10-20,2018-08-04,13,2,10,1
419,ASSISTANCE REQUIRED WITH PROOF READING,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-02-12,2018-11-13,3,3,12,1
420,ALGORITHMS TASK AVAILABLE,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-03-02,2018-12-08,2,1,1,1
421,WHATSAPP PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-11-27,2018-11-08,1,1,15,1
422,HELP WITH SQL,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-09-14,2018-09-02,3,2,14,2
423,LARGE PROJECT : NEED HELP WITH PROGRAMMING,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2017-12-23,2017-12-20,6,4,12,2
424,INSTAGRAM PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-10-27,2018-10-10,3,3,3,1
425,NEED EXPERT IN  PHOTOGRAPHY,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-01-02,2017-11-24,15,4,5,1
426,ADVERTISING PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-04-22,2018-04-02,14,3,7,1
427,INSTAGRAM PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-11-15,2018-08-08,9,2,1,1
428,INSTAGRAM PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-12-01,2018-09-03,11,4,1,1
429,EXPERT HELP NEEDED IN PYTHON,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-12-26,2018-10-27,3,2,11,1
430,OCULUS PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-01-13,2018-10-31,4,3,1,2
431,ASSISTANCE REQUIRED WITH PROGRAMMING,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-08-30,2018-08-14,1,2,14,1
432,OCULUS PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-01-19,2018-12-23,13,1,13,1
433,CORPORTATE STRATEGY PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-11-24,2018-11-20,12,4,8,2
434,PREZI TASK NEEDED FOR DEPARTMENT PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-02-03,2018-11-11,12,1,15,1
435,HELP WITH PHOTO-EDITING,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-03-15,2017-12-25,5,3,11,2
436,MARKETING PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-12-12,2018-09-22,7,4,15,1
437,HELP WITH VIDEO-EDITING,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2019-02-05,2019-01-01,9,2,10,1
438,NEED EXPERT IN  PROGRAMMING,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2017-10-12,2017-08-26,13,2,12,1
439,ADVERTISING PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-12-27,2018-10-31,9,1,10,1
440,INSTAGRAM PROJECT,"Lorem ipsum dolor sit amet, melius assueverit accommodare ius at, utinam euismod his ex, causae inermis probatus mel an. Eu graece suscipit duo, dicit accusam ut sea. Electram sadipscing ei vel, pro nusquam scaevola in. Has amet regione nominati in, te esse maiorum fierent cum. Graecis elaboraret scripserit mel cu.",2018-10-27,2018-08-06,4,1,5,1
